Time,Speed,Occu,Label
42380,64.622584,2,55 MPH
42400,58.7195595,7.5,55 MPH
42420,59.030245,4.5,55 MPH
42440,55.03571714,10,55 MPH
42460,53.437906,2,55 MPH
42480,59.030245,0.5,55 MPH
42500,54.059277,4.5,55 MPH
42520,54.1835512,3.5,55 MPH
42540,55.92339,2,55 MPH
42560,58.76394314,7,55 MPH
42580,62.1371,1.5,55 MPH
42600,60.3972612,4,55 MPH
42620,60.894358,1,55 MPH
42640,60.894358,0.5,55 MPH
42660,59.85873967,3.5,55 MPH
42700,55.92339,3.5,55 MPH
42720,57.166132,2.5,55 MPH
42740,54.059277,4.5,55 MPH
42780,57.166132,2,55 MPH
42800,61.60449629,4.5,55 MPH
42820,60.13490456,10,55 MPH
42840,55.92339,0.5,55 MPH
42860,57.166132,0.5,55 MPH
42900,55.92339,1.5,55 MPH
42920,55.302019,1,55 MPH
42940,56.75188467,5,55 MPH
42960,58.6574224,5.5,55 MPH
42980,57.166132,0.5,55 MPH
43000,59.030245,1,55 MPH
43020,60.272987,1.5,55 MPH
43040,59.030245,1.5,55 MPH
43060,60.272987,1.5,55 MPH
43100,60.272987,4,55 MPH
43120,59.030245,1.5,55 MPH
43140,57.787503,2,55 MPH
43160,61.515729,1,55 MPH
43180,59.18558775,3,55 MPH
43200,55.302019,3,55 MPH
43220,55.302019,3,55 MPH
43240,61.8264145,7,55 MPH
43260,63.58696567,7,55 MPH
43280,60.272987,7,55 MPH
43300,60.48011067,5,55 MPH
43320,59.030245,1.5,55 MPH
43340,65.03683133,2.5,55 MPH
43360,66.84176614,5,55 MPH
43380,67.729439,4.5,55 MPH
43400,63.6905275,8,55 MPH
43420,62.758471,2.5,55 MPH
43440,55.92339,7.5,55 MPH
43460,59.9623015,3.5,55 MPH
43480,61.30860533,1.5,55 MPH
43500,59.44449233,6,55 MPH
43520,67.108068,0.5,55 MPH
43540,53.7485915,10,55 MPH
43560,58.0981885,3,55 MPH
43580,49.088309,4,55 MPH
43600,54.9913335,8.5,55 MPH
43620,47.845567,1,55 MPH
43640,49.088309,1.5,55 MPH
43660,50.952422,0.5,55 MPH
43680,55.6127045,1,55 MPH
43700,57.2904062,3.5,55 MPH
43720,57.166132,4.5,55 MPH
43740,57.787503,0.5,55 MPH
43760,57.166132,4,55 MPH
43780,60.272987,1.5,55 MPH
43800,55.7991158,4.5,55 MPH
43820,50.952422,4,55 MPH
43840,54.47352433,4,55 MPH
43860,59.9623015,3.5,55 MPH
43880,58.61599767,2,55 MPH
43900,55.302019,1,55 MPH
43920,60.5836725,4.5,55 MPH
43940,59.030245,1.5,55 MPH
43960,59.030245,3,55 MPH
43980,59.1545192,4,55 MPH
44000,63.379842,2.5,55 MPH
44020,55.92339,2.5,55 MPH
44040,64.622584,1,55 MPH
44060,62.1371,2.5,55 MPH
44080,59.74038329,7.5,55 MPH
44100,57.787503,1.5,55 MPH
44120,57.787503,2.5,55 MPH
44140,59.030245,2,55 MPH
44160,60.272987,4.5,55 MPH
44180,62.40340186,8,55 MPH
44200,57.787503,2,55 MPH
44220,60.272987,4.5,55 MPH
44240,61.72285267,8,55 MPH
44260,61.04970075,3,55 MPH
44280,57.787503,0.5,55 MPH
44300,57.166132,4.5,55 MPH
44320,57.787503,0.5,55 MPH
44340,57.166132,1,55 MPH
44360,53.8107286,8.5,55 MPH
44380,57.787503,3.5,55 MPH
44400,52.816535,2,55 MPH
44420,54.059277,1.5,55 MPH
44440,50.7038736,6,55 MPH
44460,49.088309,1.5,55 MPH
44480,49.70968,1,55 MPH
44500,50.952422,2,55 MPH
44520,54.14804429,8.5,55 MPH
44540,59.44449233,10.5,55 MPH
44560,55.92339,2.5,55 MPH
44580,59.3409305,2.5,55 MPH
44600,58.0981885,3.5,55 MPH
44620,55.76804725,7.5,55 MPH
44640,57.99462667,6,55 MPH
44660,59.651616,3,55 MPH
44680,61.515729,5.5,55 MPH
44700,55.4262932,6,55 MPH
44720,57.787503,1.5,55 MPH
44740,61.515729,5,55 MPH
44760,60.894358,4,55 MPH
44780,58.30531217,6,55 MPH
44800,57.166132,1.5,55 MPH
44820,55.92339,0.5,55 MPH
44840,52.816535,4,55 MPH
44860,56.95900833,12,55 MPH
44880,58.0981885,10.5,55 MPH
44900,54.680648,8,55 MPH
44920,55.14667625,10,55 MPH
44940,54.059277,2.5,55 MPH
44960,60.68723433,2,55 MPH
44980,60.272987,2,55 MPH
45000,61.16065986,8.5,55 MPH
45020,59.9623015,6,55 MPH
45040,60.894358,1.5,55 MPH
45060,60.894358,3,55 MPH
45080,55.92339,7,55 MPH
45100,58.82312133,8,55 MPH
45120,59.651616,3.5,55 MPH
45140,57.166132,5,55 MPH
45160,60.894358,4.5,55 MPH
45200,57.787503,5.5,55 MPH
45220,52.816535,1,55 MPH
45240,58.0981885,2.5,55 MPH
45260,52.09160217,4,55 MPH
45280,52.195164,2,55 MPH
45300,49.70968,4,55 MPH
45320,59.9001644,4.5,55 MPH
45340,60.272987,3.5,55 MPH
45360,62.1371,8,55 MPH
45380,64.9332695,3,55 MPH
45400,61.6400032,5,55 MPH
45420,59.651616,2.5,55 MPH
45440,55.92339,0.5,55 MPH
45460,58.87490225,3,55 MPH
45480,61.515729,4.5,55 MPH
45500,61.8264145,7,55 MPH
45520,59.3409305,6.5,55 MPH
45540,59.030245,3,55 MPH
45560,60.272987,2,55 MPH
45580,57.166132,2,55 MPH
45620,55.302019,3,55 MPH
45640,62.3856484,3,55 MPH
45660,57.166132,1.5,55 MPH
45680,54.059277,5.5,55 MPH
45700,52.195164,3,55 MPH
45720,52.816535,0.5,55 MPH
45740,57.4146804,3.5,55 MPH
45760,55.302019,4.5,55 MPH
45780,57.4768175,3,55 MPH
45800,61.2050435,3,55 MPH
45820,60.894358,1.5,55 MPH
45840,63.8769388,3.5,55 MPH
45860,65.243955,4.5,55 MPH
45880,65.45107867,2.5,55 MPH
45900,64.001213,1.5,55 MPH
45920,64.9954066,6,55 MPH
45940,62.758471,3.5,55 MPH
45960,58.408874,4.5,55 MPH
45980,54.059277,2,55 MPH
46000,52.816535,0.5,55 MPH
46020,52.816535,1,55 MPH
46040,52.195164,3,55 MPH
46060,57.166132,4.5,55 MPH
46080,63.17271833,1.5,55 MPH
46100,60.894358,2.5,55 MPH
46120,64.622584,3,55 MPH
46140,64.20833667,3,55 MPH
46160,60.272987,2.5,55 MPH
46180,62.758471,8,55 MPH
46200,52.816535,3.5,55 MPH
46220,56.2962126,6.5,55 MPH
46240,58.56421675,2.5,55 MPH
46260,55.92339,3,55 MPH
46280,64.001213,5,55 MPH
46300,66.27957333,3.5,55 MPH
46320,61.3914548,5,55 MPH
46360,57.787503,1.5,55 MPH
46380,59.030245,3.5,55 MPH
46400,55.7991158,5.5,55 MPH
46420,54.059277,0.5,55 MPH
46440,58.5331482,5,55 MPH
46460,59.2787934,4.5,55 MPH
46480,59.3409305,4,55 MPH
46500,55.47955357,8.5,55 MPH
46520,49.70968,2,55 MPH
46540,52.97187775,2.5,55 MPH
46560,56.544761,5,55 MPH
46580,56.13051367,4,55 MPH
46600,55.92339,2,55 MPH
46620,55.302019,1,55 MPH
46640,59.3409305,1,55 MPH
46660,62.1371,1,55 MPH
46680,62.1371,3,55 MPH
46700,62.1371,2,55 MPH
46720,62.1371,4,55 MPH
46740,56.44119917,11.5,55 MPH
46760,55.92339,2,55 MPH
46780,52.5679866,6.5,55 MPH
46800,57.63216025,7.5,55 MPH
46820,53.79297514,7,55 MPH
46840,55.6127045,3,55 MPH
46860,55.0534706,7,55 MPH
46900,55.92339,4,55 MPH
46920,52.195164,1,55 MPH
46940,52.195164,2.5,55 MPH
46960,54.059277,3,55 MPH
46980,57.787503,8.5,55 MPH
47000,57.787503,1,55 MPH
47020,56.9175836,5.5,55 MPH
47040,52.195164,11,55 MPH
47060,50.74529833,7.5,55 MPH
47080,55.5505674,5.5,55 MPH
47100,50.2067768,3.5,55 MPH
47120,50.952422,1.5,55 MPH
47140,55.302019,1.5,55 MPH
47160,62.1371,1,55 MPH
47180,57.787503,2,55 MPH
47200,60.272987,2,55 MPH
47220,60.272987,3,55 MPH
47240,59.44449233,4,55 MPH
47260,55.12448443,7,55 MPH
47280,56.544761,3.5,55 MPH
47300,52.6922608,12.5,55 MPH
47320,47.224196,2,55 MPH
47340,53.64502967,2.5,55 MPH
47360,53.34913871,6.5,55 MPH
47380,54.059277,2.5,55 MPH
47400,57.166132,2.5,55 MPH
47420,56.544761,4,55 MPH
47440,55.302019,1,55 MPH
47500,55.92339,0.5,55 MPH
47520,57.787503,1.5,55 MPH
47540,59.030245,2.5,55 MPH
47560,55.92339,7.5,55 MPH
47580,57.166132,0.5,55 MPH
47600,57.787503,2.5,55 MPH
47620,55.92339,3.5,55 MPH
47640,54.88777167,4.5,55 MPH
47660,52.5058495,4,55 MPH
47680,52.0708898,7,55 MPH
47700,50.952422,5,55 MPH
47720,51.6980672,4.5,55 MPH
47740,50.6417365,4,55 MPH
47760,50.952422,0.5,55 MPH
47780,55.47955357,7.5,55 MPH
47800,57.166132,3.5,55 MPH
47820,56.70010375,2.5,55 MPH
47860,58.408874,2,55 MPH
47880,57.4768175,5.5,55 MPH
47900,60.894358,4,55 MPH
47920,56.544761,1.5,55 MPH
47940,57.32147475,7,55 MPH
47960,52.195164,0.5,55 MPH
47980,49.088309,4.5,55 MPH
48000,49.24365175,5.5,55 MPH
48020,49.24365175,3,55 MPH
48040,47.224196,0.5,55 MPH
48080,45.981454,0.5,55 MPH
48100,47.845567,3,55 MPH
48120,49.70968,0.5,55 MPH
48140,58.82312133,6.5,55 MPH
48160,56.95900833,4,55 MPH
48180,55.302019,6,55 MPH
48200,55.14667625,4.5,55 MPH
48220,55.302019,3,55 MPH
48240,54.059277,4.5,55 MPH
48260,54.47352433,4.5,55 MPH
48280,54.88777167,2,55 MPH
48300,49.70968,6.5,55 MPH
48320,53.437906,5.5,55 MPH
48340,50.952422,4,55 MPH
48360,52.5058495,2,55 MPH
48380,54.94694986,5.5,55 MPH
48400,57.787503,3.5,55 MPH
48420,55.76804725,5,55 MPH
48440,54.83599075,7,55 MPH
48460,47.1620589,13,55 MPH
48480,44.738712,5.5,55 MPH
48500,52.195164,3,55 MPH
48520,55.5505674,3.5,55 MPH
48540,58.7816966,4,55 MPH
48560,60.73901525,4.5,55 MPH
48580,56.33763733,9,55 MPH
48600,58.79723088,7.5,55 MPH
48620,55.14667625,3.5,55 MPH
48640,52.195164,2,55 MPH
48660,54.21461975,5,55 MPH
48680,50.952422,3,55 MPH
48700,57.166132,2,55 MPH
48720,59.030245,0.5,55 MPH
48740,62.758471,10,55 MPH
48760,62.04833271,5,55 MPH
48780,55.302019,2,55 MPH
48800,55.92339,1,55 MPH
48820,56.02695183,4.5,55 MPH
48860,55.92339,3.5,55 MPH
48880,59.030245,3,55 MPH
48900,60.894358,3.5,55 MPH
48920,61.2671806,7,55 MPH
48940,55.92339,11.5,55 MPH
48960,49.88721457,9,55 MPH
48980,49.088309,0,55 MPH
49000,52.195164,5.5,55 MPH
49020,49.088309,1.5,55 MPH
49060,51.10776475,4,55 MPH
49080,52.816535,1.5,55 MPH
49100,54.680648,5,55 MPH
49120,50.952422,1.5,55 MPH
49140,54.059277,1.5,55 MPH
49160,54.21461975,7,55 MPH
49180,54.059277,0.5,55 MPH
49200,58.408874,3,55 MPH
49220,58.2845998,4.5,55 MPH
49240,57.787503,6.5,55 MPH
49260,56.544761,2,55 MPH
49280,60.272987,2,55 MPH
49300,60.80559071,9,55 MPH
49320,54.88777167,6.5,55 MPH
49340,53.8107286,6,55 MPH
49360,54.059277,1,55 MPH
49400,54.059277,3.5,55 MPH
49420,54.059277,4.5,55 MPH
49440,60.272987,2.5,55 MPH
49460,55.302019,4.5,55 MPH
49480,54.47352433,9.5,55 MPH
49500,57.166132,4.5,55 MPH
49520,57.787503,1.5,55 MPH
49540,57.787503,1.5,55 MPH
49560,59.651616,4,55 MPH
49580,62.758471,3,55 MPH
49600,58.408874,6,55 MPH
49640,60.894358,0.5,55 MPH
49660,57.43243386,6,55 MPH
49680,57.58037933,5,55 MPH
49700,57.166132,4,55 MPH
49720,57.787503,0.5,55 MPH
49740,55.5505674,6,55 MPH
49760,57.166132,6,55 MPH
49780,56.89983014,10.5,55 MPH
49800,57.166132,3.5,55 MPH
49820,57.787503,0.5,55 MPH
49840,59.030245,3,55 MPH
49860,59.030245,2,55 MPH
49880,57.787503,1,55 MPH
49900,62.1371,1,55 MPH
49920,62.758471,1.5,55 MPH
49940,62.1371,3.5,55 MPH
49960,62.1371,0.5,55 MPH
49980,60.894358,2.5,55 MPH
50020,59.030245,4,55 MPH
50040,55.92339,9,55 MPH
50060,49.088309,5,55 MPH
50080,50.0203655,6,55 MPH
50100,44.738712,1,55 MPH
50120,44.738712,3,55 MPH
50140,49.088309,2.5,55 MPH
50160,49.70968,4.5,55 MPH
50180,55.92339,4.5,55 MPH
50200,59.030245,5,55 MPH
50220,60.272987,0.5,55 MPH
50240,60.272987,3.5,55 MPH
50260,59.29654686,10,55 MPH
50280,60.272987,2.5,55 MPH
50300,60.11764425,3.5,55 MPH
50320,57.166132,3.5,55 MPH
50340,55.92339,1.5,55 MPH
50360,54.059277,3,55 MPH
50380,50.952422,4,55 MPH
50400,52.5058495,5,55 MPH
50420,54.88777167,7,55 MPH
50440,52.816535,0.5,55 MPH
50460,52.816535,0.5,55 MPH
50480,54.059277,0.5,55 MPH
50500,55.302019,1,55 MPH
50520,60.272987,8,55 MPH
50540,60.894358,0.5,55 MPH
50560,60.272987,5.5,55 MPH
50580,58.14257214,6,55 MPH
50600,55.302019,2.5,55 MPH
50620,52.5058495,5.5,55 MPH
50640,53.54146783,5.5,55 MPH
50660,52.816535,9,55 MPH
50680,52.816535,2.5,55 MPH
50700,53.64502967,5,55 MPH
50720,53.64502967,2.5,55 MPH
50740,50.6417365,6.5,55 MPH
50760,47.845567,3,55 MPH
50780,52.816535,1.5,55 MPH
50800,49.088309,8,55 MPH
50820,52.195164,1,55 MPH
50840,54.3699625,7,55 MPH
50860,52.195164,3,55 MPH
50880,50.952422,1,55 MPH
50900,55.92339,3.5,55 MPH
50920,52.195164,6.5,55 MPH
50940,50.952422,1.5,55 MPH
50960,54.059277,3,55 MPH
51000,52.195164,0.5,55 MPH
51020,51.48502571,8,55 MPH
51040,47.224196,7,55 MPH
51060,44.117341,2.5,55 MPH
51080,44.117341,1,55 MPH
51100,48.67406167,5.5,55 MPH
51120,49.25777382,9.5,55 MPH
51140,50.12392733,3.5,55 MPH
51160,49.70968,0.5,55 MPH
51180,51.2631075,3,55 MPH
51200,53.59324875,6,55 MPH
51220,55.7991158,5.5,55 MPH
51240,59.030245,2.5,55 MPH
51260,60.272987,1,55 MPH
51280,59.030245,3.5,55 MPH
51300,59.030245,0.5,55 MPH
51320,52.816535,8,55 MPH
51340,52.01762943,6,55 MPH
51360,53.78311211,10,55 MPH
51380,47.224196,2.5,55 MPH
51400,53.9350028,4.5,55 MPH
51420,54.3078254,6.5,55 MPH
51440,50.952422,9.5,55 MPH
51460,55.71626633,2,55 MPH
51500,49.70968,1.5,55 MPH
51520,47.845567,3.5,55 MPH
51540,51.98804033,0.5,55 MPH
51560,67.729439,0.5,55 MPH
51580,57.787503,1,55 MPH
51600,58.9059708,3.5,55 MPH
51620,54.059277,6,55 MPH
51640,55.302019,1,55 MPH
51660,60.5836725,4.5,55 MPH
51680,62.55134733,6,55 MPH
51700,55.92339,2.5,55 MPH
51740,55.302019,1.5,55 MPH
51760,64.80011857,6,55 MPH
51780,57.787503,5.5,55 MPH
51800,54.059277,3.5,55 MPH
51820,54.059277,1.5,55 MPH
51840,63.02477286,7.5,55 MPH
51860,56.45599371,5,55 MPH
51880,57.166132,2.5,55 MPH
51920,65.3682292,6,55 MPH
51940,60.48011067,5,55 MPH
51960,55.92339,0.5,55 MPH
51980,59.651616,4.5,55 MPH
52000,57.166132,1.5,55 MPH
52020,57.787503,3.5,55 MPH
52040,60.272987,0.5,55 MPH
52060,57.787503,0.5,55 MPH
52080,59.030245,0.5,55 MPH
52100,62.758471,5,55 MPH
52120,64.001213,2.5,55 MPH
52140,59.651616,6.5,55 MPH
52160,55.6748416,4,55 MPH
52180,52.816535,2.5,55 MPH
52200,55.302019,0.5,55 MPH
52220,60.5836725,2,55 MPH
52240,56.8554465,4,55 MPH
52280,55.0534706,5.5,55 MPH
52300,59.651616,1,55 MPH
52320,55.302019,7,55 MPH
52340,50.17570825,8,55 MPH
52360,42.874599,6.5,55 MPH
52380,51.8844785,6,55 MPH
52400,51.8844785,4,55 MPH
52420,47.37953875,5.5,55 MPH
52440,50.331051,2,55 MPH
52460,53.437906,2,55 MPH
52480,54.059277,4.5,55 MPH
52500,47.845567,0.5,55 MPH
52540,47.224196,1,55 MPH
52560,50.952422,1.5,55 MPH
52580,49.70968,4.5,55 MPH
52600,54.059277,8,55 MPH
52620,47.224196,0.5,55 MPH
52640,49.088309,3.5,55 MPH
52660,55.302019,4,55 MPH
52680,57.63216025,6.5,55 MPH
52700,52.35050675,6.5,55 MPH
52720,60.272987,2.5,55 MPH
52740,59.030245,3.5,55 MPH
52760,50.952422,0.5,55 MPH
52780,57.787503,4,55 MPH
52840,55.302019,0.5,55 MPH
52880,61.10148167,5,55 MPH
52920,60.272987,4,55 MPH
52940,55.92339,2.5,55 MPH
52960,62.4477855,2.5,55 MPH
53000,60.894358,4,55 MPH
53020,60.5836725,1.5,55 MPH
53040,57.166132,2,55 MPH
53060,52.195164,0.5,55 MPH
53080,56.10092457,6,55 MPH
53100,58.7195595,9.5,55 MPH
53120,56.2340755,11,55 MPH
53140,47.4727444,14.5,55 MPH
53160,44.738712,6.5,55 MPH
53180,45.56720667,2.5,55 MPH
53200,45.56720667,2.5,55 MPH
53220,45.51542575,4.5,55 MPH
53240,44.738712,0.5,55 MPH
53260,44.738712,2,55 MPH
53280,45.981454,1,55 MPH
53300,50.952422,1.5,55 MPH
53320,54.059277,1.5,55 MPH
53340,55.92339,2,55 MPH
53360,56.70010375,3.5,55 MPH
53380,54.47352433,4,55 MPH
53400,56.544761,6,55 MPH
53420,55.92339,2,55 MPH
53440,59.030245,3,55 MPH
53460,59.651616,2.5,55 MPH
53480,60.894358,1.5,55 MPH
53500,60.272987,1.5,55 MPH
53520,60.272987,0.5,55 MPH
53540,60.894358,3,55 MPH
53560,58.20175033,2.5,55 MPH
53580,52.816535,6.5,55 MPH
53600,54.680648,3,55 MPH
53620,55.71626633,2.5,55 MPH
53640,62.758471,0.5,55 MPH
53660,49.088309,2,55 MPH
53700,52.40228767,6,55 MPH
53720,54.9913335,9.5,55 MPH
53740,45.42912422,13.5,55 MPH
53760,50.952422,3.5,55 MPH
53800,48.466938,4,55 MPH
53820,46.9135105,7.5,55 MPH
53840,48.466938,4.5,55 MPH
53860,57.787503,3,55 MPH
53880,37.903631,2,55 MPH
53900,46.8513734,4.5,55 MPH
53920,47.01707233,3.5,55 MPH
53940,47.01707233,2.5,55 MPH
53960,44.117341,1,55 MPH
53980,45.981454,1,55 MPH
54000,52.37269857,5,55 MPH
54020,52.37269857,5,55 MPH
54040,52.816535,6,55 MPH
54060,50.2067768,11,55 MPH
54080,50.0203655,4.5,55 MPH
54100,50.7038736,14.5,55 MPH
54120,47.224196,6.5,55 MPH
54140,46.24775586,7,55 MPH
54160,47.224196,1.5,55 MPH
54180,49.70968,4.5,55 MPH
54200,50.952422,4,55 MPH
54240,53.7485915,4.5,55 MPH
54260,55.71626633,5,55 MPH
54280,54.52530525,4,55 MPH
54300,48.64447257,10,55 MPH
54320,49.26584357,7,45 MPH
54340,49.088309,0.5,45 MPH
54380,50.0203655,2.5,45 MPH
54400,54.59188071,8,45 MPH
54420,55.92339,5,45 MPH
54440,54.680648,8,45 MPH
54460,53.1272205,4.5,45 MPH
54480,52.816535,0.5,45 MPH
54500,48.62228075,6,45 MPH
54520,47.845567,2,45 MPH
54540,53.1272205,2.5,45 MPH
54560,51.78091667,2.5,45 MPH
54580,56.544761,3,45 MPH
54600,52.816535,1.5,45 MPH
54620,60.894358,0.5,55 MPH
54640,56.544761,3.5,55 MPH
54660,57.166132,5,55 MPH
54680,55.92339,1,55 MPH
54700,57.60996843,8,55 MPH
54720,57.58037933,4,55 MPH
54740,59.4030676,4.5,55 MPH
54780,57.787503,3,55 MPH
54800,60.272987,5,55 MPH
54820,60.272987,0.5,55 MPH
54840,61.515729,4,55 MPH
54860,62.758471,7.5,55 MPH
54880,59.651616,3.5,55 MPH
54900,59.11901229,5.5,55 MPH
54920,52.816535,2,55 MPH
54940,52.816535,2,55 MPH
54960,62.4477855,2,55 MPH
54980,57.166132,3,55 MPH
55000,57.787503,2.5,55 MPH
55020,57.787503,2.5,55 MPH
55040,63.79408933,4.5,55 MPH
55060,60.42832975,2.5,55 MPH
55080,58.61599767,4,55 MPH
55100,52.816535,1,55 MPH
55120,64.3118985,2.5,55 MPH
55140,57.787503,2,55 MPH
55160,57.787503,0.5,55 MPH
55180,59.80695875,4.5,55 MPH
55200,64.622584,3,55 MPH
55220,62.4477855,2,55 MPH
55240,57.787503,0.5,55 MPH
55260,64.9332695,1.5,55 MPH
55280,59.93405736,13.5,55 MPH
55300,57.39914613,9,55 MPH
55340,57.787503,6,55 MPH
55360,57.0418578,5,55 MPH
55380,52.97187775,7,55 MPH
55400,55.7991158,3,55 MPH
55420,52.816535,5,55 MPH
55440,54.59188071,7,55 MPH
55460,57.2904062,6.5,55 MPH
55480,57.787503,2,55 MPH
55500,57.60996843,9.5,55 MPH
55520,56.8554465,2.5,55 MPH
55540,58.408874,4,55 MPH
55560,55.302019,3.5,55 MPH
55580,63.84587025,4,55 MPH
55600,52.195164,1.5,55 MPH
55620,54.83599075,4.5,55 MPH
55640,61.2050435,3,55 MPH
55660,52.816535,2,55 MPH
